text,label
pencurian terjadi di RW 03 dan membuat warga merasa tidak aman.,Keamanan
Jalan berlubang di depan sekolah sehingga berpotensi menyebabkan kecelakaan.,Infrastruktur
Warga melaporkan keributan di RW 05 yang rawan tindakan kriminal.,Keamanan
"Kondisi TPS di dekat pasar meluap, membuat lingkungan tidak nyaman.",Kebersihan
vandalisme terjadi di dekat pasar dan membuat membahayakan pengguna jalan.,Keamanan
Warga mengeluhkan layanan KTP di mal pelayanan publik karena warga harus bolak-balik.,Administrasi
"Sering terjadi begal di RW 05 pada sore hari, mohon patroli.",Keamanan
Banjir terjadi di perempatan akibat gorong-gorong tersumbat. Genangan mencapai 50 cm.,Banjir
"Antrian layanan surat domisili di mal pelayanan publik lambat, pelayanan menjadi terhambat.",Administrasi
Pengangkutan sampah di RW 05 meluap sehingga mengganggu aktivitas masyarakat.,Kebersihan
Warga mengeluhkan layanan KK di kelurahan karena pengajuan tertunda.,Administrasi
"Warga melaporkan masalah kebersihan di dekat pasar, mengundang lalat.",Kebersihan
Pengurusan akta kelahiran di kantor kecamatan tertunda sehingga warga harus bolak-balik.,Administrasi
begal terjadi di RW 05 dan membuat mengganggu ketertiban.,Keamanan
keributan terjadi di depan sekolah dan membuat membahayakan pengguna jalan.,Keamanan
Pengangkutan sampah di dekat pasar kotor sehingga mengganggu aktivitas masyarakat.,Kebersihan
Jalan rusak di depan sekolah sehingga mengganggu aktivitas warga.,Infrastruktur
Mohon peningkatan keamanan di jalan utama karena terjadi balap liar.,Keamanan
"Kondisi tumpukan sampah di depan sekolah penuh, mengganggu aktivitas masyarakat.",Kebersihan
"Antrian layanan surat domisili di kantor desa tertunda, pengajuan tertunda.",Administrasi
jalan di dekat pasar berlubang dan berpotensi menyebabkan kecelakaan.,Infrastruktur
Warga mengeluhkan jembatan rusak di dekat pasar. Kondisi ini menyebabkan kemacetan.,Infrastruktur
Pengurusan KK di kelurahan mengalami gangguan sehingga pelayanan menjadi terhambat.,Administrasi
Banjir terjadi di dekat pasar akibat sungai meluap. Genangan mencapai 30 cm.,Banjir
begal terjadi di RW 05 dan membuat rawan tindakan kriminal.,Keamanan
vandalisme terjadi di dekat pasar dan membuat rawan tindakan kriminal.,Keamanan
Pengangkutan sampah di komplek perumahan kotor sehingga membuat lingkungan tidak nyaman.,Kebersihan
"Antrian layanan akta kelahiran di loket pelayanan terlalu lama, warga harus bolak-balik.",Administrasi
"Mohon penanganan banjir di perempatan, air setinggi 30 cm sejak 3 jam.",Banjir
"Sudah beberapa hari marka jalan di jalan utama rusak, membuat warga kesulitan lewat.",Infrastruktur
"Antrian layanan surat domisili di kantor kecamatan mengalami gangguan, pelayanan menjadi terhambat.",Administrasi
selokan menumpuk di dekat balai warga dan mengganggu warga.,Kebersihan
trotoar di jalan utama berlubang dan berpotensi menyebabkan kecelakaan.,Infrastruktur
Banjir terjadi di dekat pasar akibat hujan deras. Genangan mencapai 30 cm.,Banjir
Pengurusan KTP di loket pelayanan tidak jelas sehingga warga harus bolak-balik.,Administrasi
Mohon petugas menangani pengangkutan sampah di komplek perumahan karena mengganggu aktivitas masyarakat.,Kebersihan
"Sistem layanan kelurahan untuk KK lambat, sehingga waktu tunggu terlalu lama.",Administrasi
"Warga melaporkan masalah kebersihan di RW 05, mengganggu aktivitas masyarakat.",Kebersihan
"Mohon perbaikan jalan lingkungan yang retak dan tidak rata di jalan utama, karena menyebabkan kemacetan.",Infrastruktur
Mohon peningkatan keamanan di RW 05 karena terjadi parkir liar.,Keamanan
"Area area parkir rawan begal, terutama sore hari.",Keamanan
Warga melaporkan vandalisme di RW 03 yang mengganggu ketertiban.,Keamanan
"Mohon penanganan banjir di jalan utama, air setinggi 50 cm sejak 2 hari.",Banjir
Banjir terjadi di sekitar puskesmas akibat sungai meluap. Genangan mencapai 50 cm.,Banjir
"Mohon penanganan banjir di RW 05, air setinggi 30 cm sejak sejak pagi.",Banjir
"Sistem layanan kantor kecamatan untuk surat pindah mengalami gangguan, sehingga informasi tidak jelas.",Administrasi
"Sering terjadi vandalisme di RW 03 pada dini hari, mohon patroli.",Keamanan
"Sistem layanan mal pelayanan publik untuk akta kelahiran tidak jelas, sehingga informasi tidak jelas.",Administrasi
